classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-000943,CRD-000943,CLI-004773,2026-08-02,Saine,B,Stage 1,0,0.0153,0.3568,3567.99,19.45,22.02,21.6,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.667205,2026-12-10 14:53:28.667205
CLS-000944,CRD-000944,CLI-001607,2024-12-26,Saine,C,Stage 1,0,0.006,0.2685,5244.91,8.38,9.93,9.65,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.670219,2026-12-10 14:53:28.670219
CLS-000945,CRD-000945,CLI-001630,2024-07-16,Saine,B,Stage 1,0,0.0117,0.6588,12578.43,97.18,114.16,109.91,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:28.673223,2026-12-10 14:53:28.673223
CLS-000946,CRD-000946,CLI-001540,2026-09-02,Saine,B,Stage 1,0,0.0171,0.2311,18808.0,74.46,88.91,86.08,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.676220,2026-12-10 14:53:28.676220
CLS-000947,CRD-000947,CLI-001695,2024-09-15,Pré-douteuse,D,Stage 3,120,0.157,0.3744,201122.95,11819.53,13759.15,13357.52,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-020,2026-09-11 14:53:28.679221,2026-12-10 14:53:28.679221
CLS-000948,CRD-000948,CLI-002060,2025-09-22,Saine,B,Stage 1,0,0.0086,0.4034,41777.83,145.05,152.28,149.25,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:28.681223,2026-12-10 14:53:28.681223
CLS-000949,CRD-000949,CLI-000464,2026-11-07,Saine,C,Stage 1,0,0.0106,0.4819,9944.21,50.69,59.15,58.71,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.684217,2026-12-10 14:53:28.684217
CLS-000950,CRD-000950,CLI-002331,2024-03-27,Saine,A,Stage 1,0,0.0134,0.4389,546337.21,3213.94,3472.64,3308.95,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:28.687221,2026-12-10 14:53:28.687221
CLS-000951,CRD-000951,CLI-003044,2025-09-23,Saine,B,Stage 2,6,0.0235,0.3851,10326.38,93.49,96.3,92.73,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.690220,2026-12-10 14:53:28.690220
CLS-000952,CRD-000952,CLI-004735,2023-05-05,Saine,B,Stage 2,25,0.027,0.5114,1366.28,18.86,21.69,20.76,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:28.692216,2026-12-10 14:53:28.692216
CLS-000953,CRD-000953,CLI-000595,2023-03-20,Saine,C,Stage 1,0,0.0165,0.3156,329603.85,1718.0,1754.87,1702.45,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:28.695203,2026-12-10 14:53:28.695203
CLS-000954,CRD-000954,CLI-003815,2023-07-31,Saine,C,Stage 1,0,0.0199,0.3308,139023.32,916.77,1028.59,1020.79,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:28.698203,2026-12-10 14:53:28.698203
CLS-000955,CRD-000955,CLI-000626,2023-08-04,Saine,C,Stage 1,0,0.006,0.385,39977.23,92.14,110.36,109.26,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.701423,2026-12-10 14:53:28.701423
CLS-000956,CRD-000956,CLI-000451,2021-11-25,Saine,C,Stage 1,0,0.0126,0.2074,1256968.82,3289.36,3942.13,3886.1,0.0,1,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.705406,2026-12-10 14:53:28.705406
CLS-000957,CRD-000957,CLI-001500,2022-02-20,Saine,C,Stage 1,0,0.0127,0.4196,54804.18,293.19,297.16,287.51,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:28.708404,2026-12-10 14:53:28.708404
CLS-000958,CRD-000958,CLI-002457,2022-09-09,Saine,C,Stage 1,0,0.0087,0.2787,16386.26,39.86,42.62,40.6,0.0,0,2022-09-23,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:28.711422,2026-12-10 14:53:28.711422
CLS-000959,CRD-000959,CLI-004723,2023-05-27,Saine,B,Stage 1,0,0.008,0.7075,23908.18,135.24,150.11,144.33,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.714421,2026-12-10 14:53:28.714421
CLS-000960,CRD-000960,CLI-002985,2025-12-22,Saine,C,Stage 2,63,0.1094,0.2356,1587.76,40.91,45.45,44.27,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-020,2026-09-11 14:53:28.717420,2026-12-10 14:53:28.717420
CLS-000961,CRD-000961,CLI-001570,2026-08-22,Saine,B,Stage 1,0,0.0188,0.4491,4985.01,42.13,45.98,45.73,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.719423,2026-12-10 14:53:28.719423
CLS-000962,CRD-000962,CLI-001035,2022-11-24,Saine,C,Stage 1,0,0.015,0.4365,2543.69,16.71,16.89,16.68,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.722421,2026-12-10 14:53:28.722421
CLS-000963,CRD-000963,CLI-003519,2023-03-04,Saine,A,Stage 1,0,0.0145,0.3073,60731.42,270.43,312.55,306.41,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:28.724423,2026-12-10 14:53:28.724423
CLS-000964,CRD-000964,CLI-001558,2024-10-04,Saine,B,Stage 1,0,0.0089,0.7299,54792.11,357.42,373.49,368.83,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:28.728403,2026-12-10 14:53:28.728403
CLS-000965,CRD-000965,CLI-003625,2026-02-20,Saine,C,Stage 1,0,0.0184,0.3001,93637.24,517.63,530.15,505.51,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.730405,2026-12-10 14:53:28.730405
CLS-000966,CRD-000966,CLI-004665,2023-04-07,Saine,C,Stage 2,35,0.1228,0.7248,150793.27,13425.11,15646.38,14881.15,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-015,2026-09-11 14:53:28.733404,2026-12-10 14:53:28.733404
CLS-000967,CRD-000967,CLI-000151,2022-04-07,Saine,B,Stage 1,0,0.0157,0.3866,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.736403,2026-12-10 14:53:28.736403
CLS-000968,CRD-000968,CLI-001421,2027-03-22,Saine,A,Stage 1,0,0.0067,0.3956,818780.22,2176.83,2218.75,2192.13,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.738403,2026-12-10 14:53:28.738403
CLS-000969,CRD-000969,CLI-002012,2026-11-02,Saine,B,Stage 1,0,0.0071,0.3618,33054.82,85.08,90.0,89.01,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.741403,2026-12-10 14:53:28.741403
CLS-000970,CRD-000970,CLI-002687,2025-11-02,Saine,C,Stage 1,0,0.0124,0.3384,120374.14,506.54,591.13,580.59,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:28.744402,2026-12-10 14:53:28.744402
CLS-000971,CRD-000971,CLI-001787,2024-06-18,Saine,C,Stage 1,0,0.0199,0.4696,69988.97,654.73,748.37,726.55,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:28.746404,2026-12-10 14:53:28.746404
CLS-000972,CRD-000972,CLI-000089,2026-04-14,Saine,C,Stage 1,0,0.0142,0.4824,3056.79,20.88,21.2,21.07,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.749856,2026-12-10 14:53:28.749856
CLS-000973,CRD-000973,CLI-000458,2026-01-26,Saine,C,Stage 1,0,0.0108,0.3093,226769.0,754.21,810.79,772.36,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.751857,2026-12-10 14:53:28.751857
CLS-000974,CRD-000974,CLI-001306,2023-03-18,Saine,B,Stage 1,0,0.0159,0.5438,28227.47,244.53,270.11,256.66,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.754855,2026-12-10 14:53:28.754855
CLS-000975,CRD-000975,CLI-002926,2025-11-20,Saine,C,Stage 1,0,0.0148,0.4888,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:28.757856,2026-12-10 14:53:28.757856
CLS-000976,CRD-000976,CLI-003271,2023-09-03,Douteuse,D,Stage 3,199,0.5297,0.4266,3702.82,836.65,869.17,851.64,0.5,0,,1,2023-06-01,Retard de paiement,Classification automatique,VAL-011,2026-09-11 14:53:28.760838,2026-12-10 14:53:28.760838
CLS-000977,CRD-000977,CLI-003228,2026-10-18,Saine,A,Stage 1,0,0.0114,0.3594,3442.79,14.16,15.11,14.79,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:28.763838,2026-12-10 14:53:28.763838
CLS-000978,CRD-000978,CLI-001989,2026-08-21,Saine,A,Stage 1,0,0.0059,0.4616,7402.61,20.31,22.19,21.84,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.766839,2026-12-10 14:53:28.766839
CLS-000979,CRD-000979,CLI-003755,2023-03-04,Saine,B,Stage 1,0,0.0102,0.5626,7219.25,41.33,47.93,47.86,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.768841,2026-12-10 14:53:28.768841
CLS-000980,CRD-000980,CLI-003647,2026-03-11,Saine,C,Stage 1,0,0.0082,0.429,19105.01,67.5,72.98,70.54,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:28.771838,2026-12-10 14:53:28.771838
CLS-000981,CRD-000981,CLI-000832,2026-08-30,Saine,B,Stage 1,0,0.0089,0.4621,58808.89,242.39,272.8,270.56,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:28.774843,2026-12-10 14:53:28.774843
CLS-000982,CRD-000982,CLI-000240,2024-10-04,Saine,C,Stage 1,0,0.0082,0.4468,16316.42,60.07,70.79,70.06,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.777859,2026-12-10 14:53:28.777859
CLS-000983,CRD-000983,CLI-004682,2025-05-18,Saine,C,Stage 1,0,0.0102,0.2724,1633.34,4.55,4.69,4.54,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.780857,2026-12-10 14:53:28.780857
CLS-000984,CRD-000984,CLI-003023,2025-10-19,Saine,C,Stage 1,0,0.0083,0.5805,56267.1,270.25,302.7,295.71,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:28.783856,2026-12-10 14:53:28.783856
CLS-000985,CRD-000985,CLI-003149,2025-05-29,Saine,C,Stage 1,0,0.0153,0.2364,64129.1,232.45,269.04,261.87,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:28.785858,2026-12-10 14:53:28.785858
CLS-000986,CRD-000986,CLI-001947,2025-05-07,Saine,C,Stage 1,0,0.0176,0.661,4332.29,50.47,56.78,55.69,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.788853,2026-12-10 14:53:28.788853
CLS-000987,CRD-000987,CLI-002776,2025-04-27,Pré-douteuse,D,Stage 3,144,0.1971,0.3231,21725.46,1383.13,1485.36,1476.18,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-005,2026-09-11 14:53:28.791832,2026-12-10 14:53:28.791832
CLS-000988,CRD-000988,CLI-000193,2025-10-24,Saine,B,Stage 1,0,0.0082,0.3734,16549.03,50.94,52.48,49.99,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.795832,2026-12-10 14:53:28.795832
CLS-000989,CRD-000989,CLI-004850,2022-04-07,Saine,B,Stage 1,0,0.0132,0.6513,55148.56,475.88,543.92,538.29,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:28.799833,2026-12-10 14:53:28.799833
CLS-000990,CRD-000990,CLI-004940,2022-09-28,Saine,C,Stage 1,0,0.0096,0.3519,17140.26,58.04,62.49,60.99,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:28.803833,2026-12-10 14:53:28.803833
CLS-000991,CRD-000991,CLI-000945,2023-08-22,Saine,B,Stage 1,0,0.0064,0.4697,59285.02,178.44,179.2,178.43,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:28.808089,2026-12-10 14:53:28.808089
CLS-000992,CRD-000992,CLI-001269,2023-07-06,Saine,C,Stage 1,0,0.0086,0.3475,104360.65,313.48,373.37,361.51,0.0,0,2024-03-22,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:28.811101,2026-12-10 14:53:28.811101
CLS-000993,CRD-000993,CLI-004232,2026-08-03,Saine,B,Stage 1,0,0.0101,0.4853,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.814106,2026-12-10 14:53:28.814106
CLS-000994,CRD-000994,CLI-002308,2022-12-20,Saine,B,Stage 1,0,0.0137,0.3794,15380.98,79.79,87.55,86.01,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.817100,2026-12-10 14:53:28.817100
CLS-000995,CRD-000995,CLI-004425,2023-03-30,Saine,B,Stage 1,0,0.0086,0.2864,10453.86,25.7,29.72,29.05,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:28.819107,2026-12-10 14:53:28.819107
CLS-000996,CRD-000996,CLI-004712,2024-08-05,Saine,C,Stage 1,0,0.02,0.5145,13428.57,138.08,152.63,151.35,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.822104,2026-12-10 14:53:28.822104
CLS-000997,CRD-000997,CLI-002314,2025-02-24,Saine,C,Stage 1,0,0.0137,0.5001,5821.69,39.8,43.26,43.01,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:28.825099,2026-12-10 14:53:28.825099
CLS-000998,CRD-000998,CLI-003215,2025-06-25,Saine,B,Stage 1,0,0.0191,0.5348,1667909.05,17032.4,19633.38,19385.72,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.828087,2026-12-10 14:53:28.828087
CLS-000999,CRD-000999,CLI-002733,2025-06-08,Saine,B,Stage 1,0,0.0155,0.4957,8104.34,62.15,62.92,62.09,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:28.831087,2026-12-10 14:53:28.831087
CLS-001000,CRD-001000,CLI-001927,2026-07-28,Saine,C,Stage 1,0,0.0171,0.4052,357250.53,2469.19,2550.7,2457.44,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.833089,2026-12-10 14:53:28.833089
CLS-001001,CRD-001001,CLI-004228,2023-07-31,Saine,C,Stage 1,0,0.0102,0.5487,20371.61,114.5,124.86,121.26,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.836086,2026-12-10 14:53:28.836086
CLS-001002,CRD-001002,CLI-004677,2023-06-24,Saine,B,Stage 1,0,0.0159,0.4389,205052.97,1427.29,1574.01,1568.0,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:28.840085,2026-12-10 14:53:28.840085
CLS-001003,CRD-001003,CLI-000801,2024-12-20,Saine,B,Stage 1,0,0.0136,0.366,2478.46,12.32,13.14,13.02,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:28.842087,2026-12-10 14:53:28.842087
CLS-001004,CRD-001004,CLI-003672,2026-07-26,Saine,C,Stage 1,0,0.0102,0.3007,1319022.62,4039.54,4840.56,4793.43,0.0,1,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:28.845083,2026-12-10 14:53:28.845083
CLS-001005,CRD-001005,CLI-004194,2026-06-22,Compromise,D,Stage 3,385,0.734,0.4968,473795.07,172762.51,195335.03,190314.03,1.0,0,,1,2027-06-28,Retard de paiement,Classification automatique,VAL-005,2026-09-11 14:53:28.848083,2026-12-10 14:53:28.848083
CLS-001006,CRD-001006,CLI-002969,2022-04-16,Saine,C,Stage 1,0,0.0094,0.3614,12260.09,41.52,43.44,42.75,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:28.851082,2026-12-10 14:53:28.851082
CLS-001007,CRD-001007,CLI-004794,2024-01-09,Saine,B,Stage 1,0,0.0164,0.4183,2008.1,13.78,14.09,13.7,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.853082,2026-12-10 14:53:28.853082
CLS-001008,CRD-001008,CLI-004369,2024-05-19,Saine,C,Stage 1,0,0.0188,0.353,1718.73,11.42,12.76,12.62,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:28.856082,2026-12-10 14:53:28.856082
CLS-001009,CRD-001009,CLI-002777,2024-08-23,Saine,A,Stage 1,0,0.0182,0.7107,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.858083,2026-12-10 14:53:28.858083
CLS-001010,CRD-001010,CLI-002971,2024-03-26,Saine,C,Stage 1,0,0.0112,0.36,84153.84,338.27,375.41,371.53,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.861086,2026-12-10 14:53:28.861086
CLS-001011,CRD-001011,CLI-003868,2024-02-01,Saine,C,Stage 1,0,0.0171,0.3212,11746.17,64.57,76.04,75.79,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.864087,2026-12-10 14:53:28.864087
CLS-001012,CRD-001012,CLI-001744,2023-10-01,Saine,B,Stage 1,0,0.0176,0.4055,2955302.91,21088.08,23524.9,23428.79,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.867085,2026-12-10 14:53:28.867085
CLS-001013,CRD-001013,CLI-003949,2025-12-16,Pré-douteuse,D,Stage 3,99,0.2223,0.4453,142372.38,14092.94,14508.15,14451.8,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-001,2026-09-11 14:53:28.870086,2026-12-10 14:53:28.870086
CLS-001014,CRD-001014,CLI-003803,2025-03-12,Saine,B,Stage 1,0,0.0094,0.5417,5161.44,26.39,29.22,29.12,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.872085,2026-12-10 14:53:28.872085
CLS-001015,CRD-001015,CLI-002025,2027-03-23,Saine,A,Stage 1,0,0.0191,0.428,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:28.875085,2026-12-10 14:53:28.875085
CLS-001016,CRD-001016,CLI-002275,2026-04-15,Saine,A,Stage 1,0,0.0193,0.4999,8088.28,78.04,79.32,79.07,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.878103,2026-12-10 14:53:28.878103
CLS-001017,CRD-001017,CLI-000100,2024-03-20,Saine,C,Stage 1,0,0.0105,0.2243,154476.68,363.59,386.5,367.44,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:28.880106,2026-12-10 14:53:28.880106
CLS-001018,CRD-001018,CLI-004922,2022-11-20,Saine,C,Stage 1,0,0.0054,0.5347,100183.83,290.76,323.07,309.31,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:28.883105,2026-12-10 14:53:28.883105
CLS-001019,CRD-001019,CLI-003408,2025-05-19,Saine,C,Stage 1,0,0.0189,0.6341,23166.4,277.83,281.47,281.36,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:28.885106,2026-12-10 14:53:28.885106
CLS-001020,CRD-001020,CLI-004246,2024-07-15,Saine,C,Stage 1,0,0.0123,0.6136,29364.78,220.75,256.82,249.76,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:28.888102,2026-12-10 14:53:28.888102
CLS-001021,CRD-001021,CLI-004620,2022-12-11,Saine,B,Stage 1,0,0.0064,0.3715,16979.87,40.17,45.32,45.26,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:28.891365,2026-12-10 14:53:28.891365
CLS-001022,CRD-001022,CLI-004917,2024-09-24,Saine,C,Stage 1,0,0.0109,0.4476,276191.83,1348.66,1422.1,1419.75,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.894388,2026-12-10 14:53:28.894388
CLS-001023,CRD-001023,CLI-000192,2024-10-11,Saine,A,Stage 1,0,0.0114,0.6221,9313.54,66.17,75.69,73.63,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.897389,2026-12-10 14:53:28.897389
CLS-001024,CRD-001024,CLI-004697,2023-07-02,Saine,C,Stage 1,0,0.0191,0.6055,66147.52,766.23,910.91,889.74,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:28.899390,2026-12-10 14:53:28.899390
CLS-001025,CRD-001025,CLI-001785,2022-06-10,Saine,C,Stage 1,0,0.0105,0.3677,3401.97,13.13,14.03,13.96,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.902391,2026-12-10 14:53:28.902391
CLS-001026,CRD-001026,CLI-001533,2025-10-22,Saine,C,Stage 1,0,0.008,0.2832,9350.88,21.15,21.48,21.05,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.905388,2026-12-10 14:53:28.905388
CLS-001027,CRD-001027,CLI-002835,2024-03-08,Douteuse,D,Stage 3,262,0.5944,0.4173,6662.84,1652.78,1837.05,1828.28,0.5,0,,1,2024-01-08,Retard de paiement,Classification automatique,VAL-020,2026-09-11 14:53:28.907392,2026-12-10 14:53:28.907392
CLS-001028,CRD-001028,CLI-004445,2025-06-03,Saine,B,Stage 1,0,0.0167,0.4429,3582.53,26.46,26.72,26.66,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.910376,2026-12-10 14:53:28.910376
CLS-001029,CRD-001029,CLI-004916,2024-10-12,Saine,C,Stage 1,0,0.0199,0.4826,5037.76,48.28,51.53,49.39,0.0,1,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:28.913372,2026-12-10 14:53:28.913372
CLS-001030,CRD-001030,CLI-001599,2024-11-30,Saine,A,Stage 1,0,0.0158,0.3801,9470.37,56.81,58.65,56.26,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:28.916058,2026-12-10 14:53:28.916058
CLS-001031,CRD-001031,CLI-001780,2025-12-07,Saine,A,Stage 1,0,0.0124,0.4449,171718.1,945.42,1127.18,1095.96,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.919074,2026-12-10 14:53:28.919074
CLS-001032,CRD-001032,CLI-004901,2025-07-25,Saine,B,Stage 1,0,0.0118,0.4903,40441.43,233.01,246.5,240.33,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:28.921074,2026-12-10 14:53:28.921074
CLS-001033,CRD-001033,CLI-002575,2026-12-14,Saine,B,Stage 1,0,0.0143,0.4067,240127.91,1398.96,1604.31,1589.83,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:28.924257,2026-12-10 14:53:28.924257
CLS-001034,CRD-001034,CLI-003399,2025-03-10,Saine,C,Stage 1,0,0.0072,0.4477,40817.56,132.33,153.36,150.53,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.926260,2026-12-10 14:53:28.926260
CLS-001035,CRD-001035,CLI-003976,2025-12-19,Saine,C,Stage 1,0,0.0103,0.4188,127104.2,548.41,581.18,555.05,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.929260,2026-12-10 14:53:28.929260
CLS-001036,CRD-001036,CLI-003771,2026-09-13,Saine,B,Stage 1,0,0.0164,0.3483,2573.88,14.69,17.47,17.37,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.932259,2026-12-10 14:53:28.932259
CLS-001037,CRD-001037,CLI-000167,2024-09-11,Saine,A,Stage 1,0,0.02,0.5967,203063.8,2417.64,2575.93,2551.51,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:28.935260,2026-12-10 14:53:28.935260
CLS-001038,CRD-001038,CLI-001752,2023-05-29,Saine,C,Stage 1,0,0.006,0.6434,10056.17,38.62,40.81,40.52,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.938260,2026-12-10 14:53:28.938260
CLS-001039,CRD-001039,CLI-001480,2025-07-09,Saine,B,Stage 1,0,0.0103,0.723,12687.75,94.36,95.83,91.8,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:28.940448,2026-12-10 14:53:28.940448
CLS-001040,CRD-001040,CLI-001025,2026-03-06,Saine,B,Stage 1,0,0.0146,0.4886,9595.68,68.64,76.67,73.29,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:28.943451,2026-12-10 14:53:28.943451
CLS-001041,CRD-001041,CLI-001789,2026-05-26,Saine,B,Stage 1,0,0.0124,0.2935,3455.23,12.59,14.94,14.61,0.0,0,2026-04-24,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.946451,2026-12-10 14:53:28.946451
CLS-001042,CRD-001042,CLI-002265,2025-01-07,Douteuse,D,Stage 3,332,0.5278,0.2307,440184.48,53593.26,58908.36,58116.82,0.5,1,,1,2025-03-16,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:28.949451,2026-12-10 14:53:28.949451
CLS-001043,CRD-001043,CLI-002474,2026-08-17,Saine,C,Stage 1,0,0.0075,0.5247,12729.44,49.95,59.04,57.72,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.951451,2026-12-10 14:53:28.951451
CLS-001044,CRD-001044,CLI-001823,2027-01-04,Saine,B,Stage 1,0,0.0125,0.4439,81270.15,449.53,508.88,499.09,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:28.954452,2026-12-10 14:53:28.954452
CLS-001045,CRD-001045,CLI-001221,2023-08-05,Saine,C,Stage 1,0,0.015,0.3672,1097111.13,6062.13,6247.04,6197.73,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:28.957451,2026-12-10 14:53:28.957451
CLS-001046,CRD-001046,CLI-001667,2024-01-29,Saine,C,Stage 1,0,0.0161,0.4948,4290.38,34.2,38.09,37.48,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.960451,2026-12-10 14:53:28.960451
CLS-001047,CRD-001047,CLI-002961,2021-11-23,Saine,C,Stage 2,47,0.0728,0.6798,32628.68,1614.37,1775.09,1695.76,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-004,2026-09-11 14:53:28.963464,2026-12-10 14:53:28.963464
CLS-001048,CRD-001048,CLI-000153,2024-01-06,Pré-douteuse,D,Stage 3,169,0.253,0.5151,2540.17,330.99,385.66,372.57,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-015,2026-09-11 14:53:28.965577,2026-12-10 14:53:28.965577
