credit_id,client_id,agence_id,compte_id,type_credit,montant_initial,montant_restant_du,taux_interet_nominal,taux_effectif_global,duree_totale_mois,duree_restante_mois,montant_mensualite,date_octroi,date_premiere_echeance,date_derniere_echeance,date_derniere_mensualite_payee,nombre_echeances_payees,nombre_echeances_impayees,jours_retard,statut_credit,garantie,valeur_garantie,objet_financement,score_risque_octroi,classification_bale,provision_constituee,date_dernier_incident,nombre_incidents_paiement,conseiller_credit_id,date_creation,date_derniere_maj
CRD-000705,CLI-004774,AG-SAL-01,CPT-006124,Crédit automobile,50260.45,36299.21,0.0488,0.0669,36,26,1503.64,2021-10-29,2021-11-28,2024-10-13,2022-08-25,10,26,0,En cours,Garantie autonome,33849.36,Études,501,C,153.58,,0,CONS-010,2026-09-11 14:53:27.934884,2026-09-11 14:53:27.934884
CRD-000706,CLI-004862,AG-FÈS-01,CPT-006234,Crédit équipement,25435.37,4945.77,0.0667,0.0801,36,7,781.54,2025-04-28,2025-05-28,2028-04-12,2027-09-15,29,7,0,En cours,Garantie autonome,26770.12,Études,609,B,36.01,,0,CONS-021,2026-09-11 14:53:27.936885,2026-09-11 14:53:27.936885
CRD-000707,CLI-002118,AG-TAN-01,CPT-002696,Crédit équipement,9206.3,6521.13,0.0552,0.0718,24,17,406.04,2024-07-09,2024-08-08,2026-06-29,2025-02-04,7,17,0,En cours,Hypothèque,8025.26,Études,661,B,19.18,,0,CONS-050,2026-09-11 14:53:27.939886,2026-09-11 14:53:27.939886
CRD-000708,CLI-000252,AG-CAS-03,CPT-000318,Crédit investissement,24314.32,5499.67,0.0583,0.0704,84,19,353.22,2022-04-09,2022-05-09,2029-03-03,2027-08-11,65,19,142,Incident de paiement,Sans garantie,0.0,Études,739,D,841.88,2024-04-02,3,CONS-048,2026-09-11 14:53:27.942885,2026-09-11 14:53:27.942885
CRD-000709,CLI-003527,AG-MOH-01,CPT-004502,Crédit immobilier,858342.41,346913.39,0.0417,0.0499,240,97,5278.6,2022-09-27,2022-10-27,2042-06-14,2034-06-26,143,97,0,En cours,Sans garantie,0.0,Achat immobilier,644,B,4068.42,,0,CONS-048,2026-09-11 14:53:27.944885,2026-09-11 14:53:27.944885
CRD-000710,CLI-003560,AG-CAS-05,CPT-004547,Crédit immobilier,718540.29,632315.46,0.0449,0.0564,300,264,3989.8,2021-11-01,2021-12-01,2046-06-23,2024-10-16,36,264,0,En cours,Hypothèque,401792.18,Travaux,609,B,1525.38,,0,CONS-002,2026-09-11 14:53:27.947886,2026-09-11 14:53:27.947886
CRD-000711,CLI-004012,AG-SAL-01,CPT-005128,Crédit automobile,19082.46,1590.21,0.0643,0.0784,36,3,584.25,2024-09-07,2024-10-07,2027-08-23,2027-05-25,33,3,0,En cours,Hypothèque,19532.11,Équipement professionnel,794,A,10.64,,0,CONS-048,2026-09-11 14:53:27.949885,2026-09-11 14:53:27.949885
CRD-000712,CLI-001508,AG-TAN-01,CPT-001936,Crédit consommation,5406.23,1576.82,0.0305,0.0491,24,7,232.49,2022-09-21,2022-10-21,2024-09-10,2024-02-13,17,7,0,En cours,Caution personnelle,4027.58,Achat immobilier,640,B,7.33,,0,CONS-023,2026-09-11 14:53:27.952885,2026-09-11 14:53:27.952885
CRD-000713,CLI-000123,AG-TAN-01,CPT-000159,Crédit consommation,2555.63,1810.24,0.0772,0.0955,48,34,62.06,2026-04-04,2026-05-04,2030-03-14,2027-05-29,14,34,0,En cours,Nantissement,2423.88,Travaux,839,A,9.58,,0,CONS-003,2026-09-11 14:53:27.955886,2026-09-11 14:53:27.955886
CRD-000714,CLI-004260,AG-KÉN-01,CPT-005461,Crédit consommation,19835.64,18733.66,0.0797,0.096,36,34,621.3,2022-01-26,2022-02-25,2025-01-10,2022-03-27,2,34,0,En cours,Caution personnelle,16770.53,Équipement professionnel,682,B,166.2,,0,CONS-004,2026-09-11 14:53:27.957885,2026-09-11 14:53:27.957885
CRD-000715,CLI-003334,AG-MOH-01,CPT-004243,Crédit immobilier,42248.85,22814.38,0.0354,0.0423,300,162,212.42,2023-11-30,2023-12-30,2048-07-21,2035-04-01,138,162,0,En cours,Sans garantie,0.0,Études,625,B,264.64,,0,CONS-021,2026-09-11 14:53:27.960885,2026-09-11 14:53:27.960885
CRD-000716,CLI-001872,AG-TÉT-01,CPT-002388,Crédit professionnel,191421.42,11963.84,0.0623,0.0679,48,3,4515.75,2026-07-09,2026-08-08,2030-06-18,2030-03-20,45,3,124,Incident de paiement,Caution personnelle,172361.84,Achat immobilier,674,D,1370.57,2026-08-02,3,CONS-016,2026-09-11 14:53:27.963880,2026-09-11 14:53:27.963880
CRD-000717,CLI-003693,AG-AGA-02,CPT-004722,Crédit consommation,27080.76,11283.65,0.0792,0.0859,24,10,1223.8,2022-10-06,2022-11-05,2024-09-25,2023-11-30,14,10,14,En cours (retard),Nantissement,14313.32,Travaux,401,C,219.09,,0,CONS-047,2026-09-11 14:53:27.965881,2026-09-11 14:53:27.965881
CRD-000718,CLI-000568,AG-CAS-03,CPT-000720,Crédit immobilier,183429.15,45857.29,0.0316,0.0413,120,30,1784.79,2023-01-17,2023-02-16,2032-11-25,2030-06-09,90,30,0,En cours,Garantie autonome,94405.85,Véhicule,762,A,351.32,,0,CONS-031,2026-09-11 14:53:27.968885,2026-09-11 14:53:27.968885
CRD-000719,CLI-001372,AG-RAB-01,CPT-001758,Crédit immobilier,220915.65,86157.1,0.0742,0.0816,300,117,1621.07,2024-07-06,2024-08-05,2049-02-25,2039-07-18,183,117,385,Contentieux,Caution personnelle,137871.03,Études,674,D,33221.14,2025-06-07,1,CONS-046,2026-09-11 14:53:27.971886,2026-09-11 14:53:27.971886
CRD-000720,CLI-003186,AG-TÉT-01,CPT-004063,Crédit automobile,103412.34,98241.72,0.0545,0.0597,60,57,1972.91,2023-03-08,2023-04-07,2028-02-10,2023-06-06,3,57,0,En cours,Garantie autonome,101280.48,Études,667,B,311.78,,0,CONS-019,2026-09-11 14:53:27.973885,2026-09-11 14:53:27.973885
CRD-000721,CLI-003956,AG-SAL-01,CPT-005056,Crédit automobile,110861.46,6158.97,0.0592,0.0764,36,2,3368.6,2025-11-09,2025-12-09,2028-10-24,2028-08-25,34,2,0,En cours,Sans garantie,0.0,Achat immobilier,602,B,88.68,,0,CONS-045,2026-09-11 14:53:27.976885,2026-09-11 14:53:27.976885
CRD-000722,CLI-001057,AG-KÉN-01,CPT-001347,Crédit immobilier,532843.54,326810.7,0.0534,0.0678,300,184,3221.41,2022-04-23,2022-05-23,2046-12-13,2031-11-02,116,184,0,En cours,Garantie autonome,369695.51,Fonds de roulement,502,C,2908.76,,0,CONS-010,2026-09-11 14:53:27.979880,2026-09-11 14:53:27.979880
CRD-000723,CLI-000857,AG-CAS-01,CPT-001093,Crédit automobile,13402.06,4746.56,0.0739,0.0923,48,17,323.36,2021-11-16,2021-12-16,2025-10-26,2024-06-03,31,17,0,En cours,Nantissement,7157.16,Travaux,645,B,38.06,,0,CONS-023,2026-09-11 14:53:27.981885,2026-09-11 14:53:27.981885
CRD-000724,CLI-003839,AG-CAS-04,CPT-004909,Crédit immobilier,148293.22,72910.83,0.0368,0.0559,240,118,873.82,2022-03-17,2022-04-16,2041-12-02,2032-03-24,122,118,0,En cours,Hypothèque,140263.57,Investissement,633,B,419.71,,0,CONS-012,2026-09-11 14:53:27.984885,2026-09-11 14:53:27.984885
CRD-000725,CLI-002861,AG-SAF-01,CPT-003648,Crédit consommation,18124.63,7551.93,0.0729,0.0812,48,20,436.46,2024-10-12,2024-11-11,2028-09-21,2027-01-30,28,20,0,En cours,Hypothèque,19635.68,Travaux,555,C,46.18,,0,CONS-028,2026-09-11 14:53:27.986885,2026-09-11 14:53:27.986885
CRD-000726,CLI-004770,AG-BÉN-01,CPT-006117,Crédit immobilier,214602.66,65096.14,0.0355,0.0446,300,91,1080.11,2025-06-21,2025-07-21,2050-02-10,2042-08-21,209,91,0,En cours,Caution personnelle,232650.63,Véhicule,738,A,507.88,,0,CONS-009,2026-09-11 14:53:27.990480,2026-09-11 14:53:27.990480
CRD-000727,CLI-000777,AG-TAN-02,CPT-000987,Crédit immobilier,548956.44,3049.76,0.0587,0.0729,180,1,4593.94,2024-05-31,2024-06-30,2039-03-14,2039-02-12,179,1,0,En cours,Sans garantie,0.0,Équipement professionnel,524,C,25.2,,0,CONS-027,2026-09-11 14:53:27.994171,2026-09-11 14:53:27.994171
CRD-000728,CLI-000721,AG-FÈS-02,CPT-000912,Crédit immobilier,1314780.53,146086.73,0.0371,0.0517,180,20,9535.31,2022-11-20,2022-12-20,2037-09-02,2036-01-11,160,20,0,En cours,Nantissement,929272.4,Achat immobilier,572,C,1203.08,,0,CONS-026,2026-09-11 14:53:27.997171,2026-09-11 14:53:27.997171
CRD-000729,CLI-002711,AG-CAS-04,CPT-003454,Crédit automobile,36582.53,23372.17,0.0434,0.0608,36,23,1085.6,2024-07-28,2024-08-27,2027-07-13,2025-08-22,13,23,113,Incident de paiement,Garantie autonome,43072.09,Équipement professionnel,618,D,1699.18,2026-01-12,3,CONS-036,2026-09-11 14:53:28.000172,2026-09-11 14:53:28.000172
CRD-000730,CLI-002655,AG-MEK-01,CPT-003380,Crédit automobile,75290.65,41409.86,0.0347,0.053,60,33,1368.66,2023-07-12,2023-08-11,2028-06-15,2025-09-29,27,33,0,En cours,Sans garantie,0.0,Travaux,520,C,290.29,,0,CONS-050,2026-09-11 14:53:28.002173,2026-09-11 14:53:28.002173
CRD-000731,CLI-004878,AG-CAS-05,CPT-006253,Crédit équipement,10818.08,5409.04,0.0381,0.0547,36,18,318.48,2023-10-25,2023-11-24,2026-10-09,2025-04-17,18,18,0,En cours,Hypothèque,8778.42,Équipement professionnel,609,B,20.32,,0,CONS-042,2026-09-11 14:53:28.005170,2026-09-11 14:53:28.005170
CRD-000732,CLI-000603,AG-TÉT-01,CPT-000760,Crédit professionnel,342651.11,207018.38,0.0408,0.05,48,29,7749.01,2022-02-13,2022-03-15,2026-01-23,2023-09-06,19,29,0,En cours,Hypothèque,189858.11,Équipement professionnel,542,C,712.88,,0,CONS-042,2026-09-11 14:53:28.007170,2026-09-11 14:53:28.007170
CRD-000733,CLI-003823,AG-TAN-02,CPT-004887,Crédit équipement,11467.19,2866.8,0.054,0.0654,12,3,983.78,2023-11-24,2023-12-24,2024-11-18,2024-08-20,9,3,0,En cours,Garantie autonome,11394.28,Investissement,518,C,11.69,,0,CONS-031,2026-09-11 14:53:28.010171,2026-09-11 14:53:28.010171
CRD-000734,CLI-001245,AG-CAS-04,CPT-001595,Crédit équipement,13225.89,6888.48,0.079,0.0946,48,25,322.26,2021-11-28,2021-12-28,2025-11-07,2023-10-19,23,25,0,En cours,Nantissement,8320.37,Travaux,629,B,18.04,,0,CONS-014,2026-09-11 14:53:28.013189,2026-09-11 14:53:28.013189
CRD-000735,CLI-004846,AG-LAÂ-01,CPT-006212,Crédit équipement,6622.91,6254.97,0.0712,0.0819,36,34,204.86,2021-10-04,2021-11-03,2024-09-18,2021-12-03,2,34,0,En cours,Nantissement,6806.22,Investissement,496,C,51.49,,0,CONS-042,2026-09-11 14:53:28.016315,2026-09-11 14:53:28.016315
CRD-000736,CLI-004842,AG-BÉN-01,CPT-006207,Crédit professionnel,54650.62,21253.02,0.0305,0.0476,36,14,1590.51,2023-01-14,2023-02-13,2025-12-29,2024-11-04,22,14,33,En cours (retard),Hypothèque,49087.57,Équipement professionnel,628,C,680.11,2025-10-19,3,CONS-019,2026-09-11 14:53:28.018320,2026-09-11 14:53:28.018320
CRD-000737,CLI-000319,AG-RAB-02,CPT-000401,Crédit consommation,16833.95,12625.46,0.0316,0.0455,36,27,490.74,2026-05-17,2026-06-16,2029-05-01,2027-02-11,9,27,0,En cours,Nantissement,17515.6,Études,561,C,139.06,,0,CONS-034,2026-09-11 14:53:28.021298,2026-09-11 14:53:28.021298
CRD-000738,CLI-000829,AG-MOH-01,CPT-001058,Crédit professionnel,129947.84,57238.93,0.044,0.064,84,37,1800.26,2022-05-25,2022-06-24,2029-04-18,2026-04-04,47,37,0,En cours,Sans garantie,0.0,Équipement professionnel,850,A,584.88,,0,CONS-037,2026-09-11 14:53:28.023497,2026-09-11 14:53:28.023497
CRD-000739,CLI-003264,AG-EL -01,CPT-004156,Crédit équipement,29778.17,4342.65,0.07,0.0851,48,7,713.08,2025-04-28,2025-05-28,2029-04-07,2028-09-09,41,7,0,En cours,Caution personnelle,20090.42,Investissement,588,C,19.19,,0,CONS-016,2026-09-11 14:53:28.026521,2026-09-11 14:53:28.026521
CRD-000740,CLI-000275,AG-MAR-02,CPT-000345,Crédit consommation,4832.84,3624.63,0.0759,0.0877,12,9,419.49,2024-05-15,2024-06-14,2025-05-10,2024-08-13,3,9,0,En cours,Garantie autonome,3114.23,Équipement professionnel,646,B,21.05,,0,CONS-019,2026-09-11 14:53:28.029521,2026-09-11 14:53:28.029521
CRD-000741,CLI-002665,AG-MAR-02,CPT-003393,Crédit consommation,6271.97,3658.65,0.0705,0.081,12,7,542.84,2025-03-23,2025-04-22,2026-03-18,2025-08-20,5,7,0,En cours,Caution personnelle,6440.44,Achat immobilier,678,B,20.54,,0,CONS-046,2026-09-11 14:53:28.031521,2026-09-11 14:53:28.031521
CRD-000742,CLI-000550,AG-MOH-01,CPT-000699,Crédit consommation,8507.69,1417.95,0.0441,0.0532,12,2,726.02,2022-02-24,2022-03-26,2023-02-19,2022-12-21,10,2,11,En cours (retard),Nantissement,8749.84,Travaux,659,B,22.6,,0,CONS-016,2026-09-11 14:53:28.034521,2026-09-11 14:53:28.034521
CRD-000743,CLI-003642,AG-MAR-02,CPT-004656,Crédit consommation,27212.32,18141.55,0.0682,0.086,48,32,649.36,2023-08-01,2023-08-31,2027-07-11,2024-11-23,16,32,0,En cours,Nantissement,23704.8,Fonds de roulement,574,C,135.09,,0,CONS-027,2026-09-11 14:53:28.036521,2026-09-11 14:53:28.036521
CRD-000744,CLI-004054,AG-MAR-01,CPT-005183,Crédit immobilier,182426.54,34965.09,0.0576,0.065,120,23,2003.39,2023-05-13,2023-06-12,2033-03-21,2031-05-01,97,23,0,En cours,Hypothèque,97270.06,Fonds de roulement,661,B,158.66,,0,CONS-048,2026-09-11 14:53:28.040518,2026-09-11 14:53:28.040518
CRD-000745,CLI-004893,AG-CAS-05,CPT-006273,Crédit immobilier,89926.38,83931.29,0.0547,0.0743,240,224,617.07,2022-12-03,2023-01-02,2042-08-20,2024-03-27,16,224,0,En cours,Nantissement,65271.5,Véhicule,606,B,589.33,,0,CONS-049,2026-09-11 14:53:28.043521,2026-09-11 14:53:28.043521
CRD-000746,CLI-002935,AG-MEK-01,CPT-003742,Crédit investissement,101805.58,23027.45,0.0576,0.0714,84,19,1475.55,2025-10-09,2025-11-08,2032-09-02,2031-02-10,65,19,0,En cours,Caution personnelle,54239.69,Investissement,599,C,247.02,,0,CONS-030,2026-09-11 14:53:28.046499,2026-09-11 14:53:28.046499
CRD-000747,CLI-000606,AG-CAS-04,CPT-000763,Crédit immobilier,332764.18,229607.28,0.0677,0.0814,300,207,2303.31,2025-07-01,2025-07-31,2050-02-20,2033-02-19,93,207,0,En cours,Hypothèque,313954.64,Investissement,622,B,412.5,,0,CONS-030,2026-09-11 14:53:28.048500,2026-09-11 14:53:28.048500
CRD-000748,CLI-000897,AG-TAN-02,CPT-001145,Crédit immobilier,1251284.58,1184549.4,0.0654,0.0781,300,284,8480.07,2023-07-31,2023-08-30,2048-03-21,2024-11-22,16,284,3,En cours (retard),Garantie autonome,751109.95,Investissement,588,C,32807.31,,0,CONS-024,2026-09-11 14:53:28.051500,2026-09-11 14:53:28.051500
CRD-000749,CLI-000528,AG-KHO-01,CPT-000670,Crédit automobile,19364.08,8068.37,0.069,0.0889,60,25,382.52,2021-10-04,2021-11-03,2026-09-08,2024-08-19,35,25,91,Incident de paiement,Sans garantie,0.0,Équipement professionnel,703,D,1465.01,2025-02-21,3,CONS-034,2026-09-11 14:53:28.054503,2026-09-11 14:53:28.054503
CRD-000750,CLI-004608,AG-FÈS-02,CPT-005906,Crédit immobilier,615681.33,615681.33,0.0645,0.0805,120,120,6975.28,2024-09-21,2024-10-21,2034-07-31,,0,120,0,En cours,Caution personnelle,709981.95,Équipement professionnel,514,C,5733.8,,0,CONS-026,2026-09-11 14:53:28.057503,2026-09-11 14:53:28.057503
CRD-000751,CLI-002348,AG-CAS-03,CPT-002989,Crédit professionnel,16540.34,3101.31,0.0417,0.0589,48,9,374.72,2025-02-23,2025-03-25,2029-02-02,2028-05-08,39,9,0,En cours,Nantissement,11548.89,Investissement,644,B,16.32,,0,CONS-018,2026-09-11 14:53:28.059502,2026-09-11 14:53:28.059502
CRD-000752,CLI-003440,AG-TÉT-01,CPT-004386,Crédit automobile,134424.96,70013.0,0.04,0.0452,48,25,3035.19,2022-07-16,2022-08-15,2026-06-25,2024-06-05,23,25,0,En cours,Nantissement,150936.47,Véhicule,436,C,248.22,,0,CONS-023,2026-09-11 14:53:28.062503,2026-09-11 14:53:28.062503
CRD-000753,CLI-004999,AG-AGA-01,CPT-006404,Crédit automobile,4194.77,0.0,0.0428,0.0516,24,0,182.68,2026-02-27,2026-03-29,2028-02-17,2028-02-17,24,0,0,En cours,Caution personnelle,3923.35,Achat immobilier,580,C,0.0,,0,CONS-027,2026-09-11 14:53:28.065504,2026-09-11 14:53:28.065504
CRD-000754,CLI-004827,AG-RAB-01,CPT-006186,Crédit professionnel,76022.29,7602.23,0.0405,0.0575,60,6,1401.78,2022-08-24,2022-09-23,2027-07-29,2027-01-30,54,6,147,Incident de paiement,Garantie autonome,79984.9,Achat immobilier,707,D,707.55,2023-03-17,1,CONS-027,2026-09-11 14:53:28.068503,2026-09-11 14:53:28.068503
CRD-000755,CLI-003923,AG-MEK-01,CPT-005015,Crédit automobile,50099.14,18787.18,0.0563,0.0713,48,18,1168.1,2024-10-25,2024-11-24,2028-10-04,2027-04-13,30,18,0,En cours,Garantie autonome,27829.26,Investissement,489,C,134.71,,0,CONS-029,2026-09-11 14:53:28.071504,2026-09-11 14:53:28.071504
CRD-000756,CLI-000299,AG-RAB-02,CPT-000374,Crédit automobile,23967.85,4493.97,0.0721,0.0824,48,9,576.28,2021-10-03,2021-11-02,2025-09-12,2024-12-16,39,9,0,En cours,Sans garantie,0.0,Investissement,583,C,17.05,,0,CONS-033,2026-09-11 14:53:28.075503,2026-09-11 14:53:28.075503
CRD-000757,CLI-002120,AG-MAR-01,CPT-002698,Crédit automobile,34376.67,17188.33,0.0562,0.0713,36,18,1039.9,2022-02-06,2022-03-08,2025-01-21,2023-07-31,18,18,0,En cours,Sans garantie,0.0,Achat immobilier,542,C,166.57,,0,CONS-020,2026-09-11 14:53:28.078501,2026-09-11 14:53:28.078501
CRD-000758,CLI-002537,AG-NAD-01,CPT-003228,Crédit automobile,32191.82,7377.29,0.0754,0.0824,48,11,778.96,2023-01-16,2023-02-15,2026-12-26,2026-01-30,37,11,0,En cours,Caution personnelle,22296.04,Études,492,C,26.0,,0,CONS-011,2026-09-11 14:53:28.082501,2026-09-11 14:53:28.082501
CRD-000759,CLI-004204,AG-AGA-01,CPT-005383,Crédit consommation,25422.76,7944.61,0.0511,0.0644,48,15,586.74,2025-08-28,2025-09-27,2029-08-07,2028-05-14,33,15,0,En cours,Nantissement,23323.83,Achat immobilier,767,A,25.61,,0,CONS-043,2026-09-11 14:53:28.085498,2026-09-11 14:53:28.085498
CRD-000760,CLI-003255,AG-TÉT-01,CPT-004144,Crédit immobilier,110747.3,57219.44,0.0505,0.0621,240,124,733.95,2024-09-07,2024-10-07,2044-05-25,2034-03-19,116,124,0,En cours,Garantie autonome,63349.48,Travaux,588,C,216.58,,0,CONS-009,2026-09-11 14:53:28.089635,2026-09-11 14:53:28.089635
CRD-000761,CLI-003726,AG-SAL-01,CPT-004762,Crédit automobile,22914.53,20368.47,0.0359,0.0465,36,32,672.36,2023-02-08,2023-03-10,2026-01-23,2023-06-08,4,32,0,En cours,Caution personnelle,18577.83,Investissement,465,C,191.21,,0,CONS-044,2026-09-11 14:53:28.094659,2026-09-11 14:53:28.094659
CRD-000762,CLI-001261,AG-EL -01,CPT-001617,Crédit automobile,23013.28,8949.61,0.0427,0.0479,36,14,682.21,2022-11-06,2022-12-06,2025-10-21,2024-08-27,22,14,0,En cours,Hypothèque,25501.35,Achat immobilier,599,C,12.22,,0,CONS-014,2026-09-11 14:53:28.098860,2026-09-11 14:53:28.098860
CRD-000763,CLI-001559,AG-KHE-01,CPT-001997,Crédit équipement,16852.59,15448.21,0.0435,0.0615,12,11,1437.69,2024-04-08,2024-05-08,2025-04-03,2024-05-08,1,11,0,En cours,Hypothèque,18415.48,Études,661,B,78.85,,0,CONS-019,2026-09-11 14:53:28.102249,2026-09-11 14:53:28.102249
CRD-000764,CLI-003270,AG-RAB-03,CPT-004163,Crédit équipement,21002.12,14876.5,0.0681,0.0792,24,17,938.51,2026-02-02,2026-03-04,2028-01-23,2026-08-31,7,17,0,En cours,Caution personnelle,14355.4,Études,594,C,78.96,,0,CONS-031,2026-09-11 14:53:28.106249,2026-09-11 14:53:28.106249
CRD-000765,CLI-004047,AG-EL -01,CPT-005174,Crédit automobile,17131.17,6281.43,0.0492,0.0576,60,22,322.66,2022-11-03,2022-12-03,2027-10-08,2025-12-17,38,22,0,En cours,Hypothèque,9301.5,Fonds de roulement,459,C,33.06,,0,CONS-043,2026-09-11 14:53:28.110248,2026-09-11 14:53:28.110248
CRD-000766,CLI-000757,AG-TAN-02,CPT-000957,Crédit consommation,16712.31,10213.08,0.0422,0.0606,36,22,495.05,2024-04-02,2024-05-02,2027-03-18,2025-05-27,14,22,0,En cours,Caution personnelle,16436.86,Achat immobilier,680,B,33.99,,0,CONS-012,2026-09-11 14:53:28.113251,2026-09-11 14:53:28.113251
CRD-000767,CLI-001011,AG-CAS-03,CPT-001287,Crédit professionnel,100652.32,82199.39,0.0766,0.0837,60,49,2024.53,2025-08-12,2025-09-11,2030-07-17,2026-07-08,11,49,0,En cours,Sans garantie,0.0,Véhicule,619,B,1030.71,,0,CONS-049,2026-09-11 14:53:28.117245,2026-09-11 14:53:28.117245
CRD-000768,CLI-002795,AG-SET-01,CPT-003564,Crédit immobilier,253087.37,155016.01,0.0492,0.0568,240,147,1659.1,2022-03-05,2022-04-04,2041-11-20,2029-10-24,93,147,0,En cours,Caution personnelle,175363.98,Investissement,473,C,569.48,,0,CONS-021,2026-09-11 14:53:28.122244,2026-09-11 14:53:28.122244
CRD-000769,CLI-002906,AG-RAB-02,CPT-003706,Crédit consommation,34360.37,22191.07,0.0409,0.0587,48,31,777.21,2023-01-06,2023-02-05,2026-12-16,2024-05-30,17,31,0,En cours,Sans garantie,0.0,Études,557,C,240.52,,0,CONS-042,2026-09-11 14:53:28.125244,2026-09-11 14:53:28.125244
CRD-000770,CLI-001871,AG-KHE-01,CPT-002387,Crédit investissement,784993.32,117749.0,0.0323,0.046,60,9,14185.68,2026-01-11,2026-02-10,2030-12-16,2030-03-21,51,9,0,En cours,Garantie autonome,760411.3,Travaux,717,A,689.38,,0,CONS-006,2026-09-11 14:53:28.130250,2026-09-11 14:53:28.130250
CRD-000771,CLI-002230,AG-RAB-03,CPT-002842,Crédit immobilier,1823140.73,151928.39,0.0692,0.0827,120,10,21093.12,2024-01-23,2024-02-22,2033-12-01,2033-02-04,110,10,0,En cours,Sans garantie,0.0,Fonds de roulement,546,C,1048.3,,0,CONS-046,2026-09-11 14:53:28.134248,2026-09-11 14:53:28.134248
CRD-000772,CLI-001174,AG-KHE-01,CPT-001499,Crédit immobilier,605947.27,247428.47,0.066,0.0783,120,49,6911.28,2022-03-30,2022-04-29,2032-02-06,2028-01-28,71,49,0,En cours,Sans garantie,0.0,Travaux,473,C,1766.24,,0,CONS-029,2026-09-11 14:53:28.137245,2026-09-11 14:53:28.137245
CRD-000773,CLI-001833,AG-EL -01,CPT-002338,Crédit immobilier,796253.41,623731.84,0.0484,0.0585,300,235,4580.89,2023-01-06,2023-02-05,2047-08-28,2028-05-09,65,235,0,En cours,Caution personnelle,619225.81,Achat immobilier,574,C,5257.79,,0,CONS-031,2026-09-11 14:53:28.141417,2026-09-11 14:53:28.141417
CRD-000774,CLI-000377,AG-LAÂ-01,CPT-000475,Crédit professionnel,65090.03,48817.52,0.032,0.0407,84,63,865.93,2026-08-16,2026-09-15,2033-07-10,2028-05-07,21,63,84,En cours (retard),Sans garantie,0.0,Achat immobilier,563,C,2351.5,2026-09-10,3,CONS-038,2026-09-11 14:53:28.145421,2026-09-11 14:53:28.145421
CRD-000775,CLI-003854,AG-CAS-01,CPT-004930,Crédit consommation,5084.62,847.44,0.0765,0.0905,24,4,229.15,2025-08-29,2025-09-28,2027-08-19,2027-04-21,20,4,0,En cours,Caution personnelle,3843.39,Travaux,571,C,3.39,,0,CONS-018,2026-09-11 14:53:28.148659,2026-09-11 14:53:28.148659
CRD-000776,CLI-003617,AG-FÈS-01,CPT-004624,Crédit immobilier,46839.29,28103.57,0.0401,0.0593,120,72,474.45,2024-06-23,2024-07-23,2034-05-02,2028-06-02,48,72,0,En cours,Hypothèque,45830.9,Achat immobilier,571,C,176.14,,0,CONS-036,2026-09-11 14:53:28.151666,2026-09-11 14:53:28.151666
CRD-000777,CLI-000799,AG-RAB-01,CPT-001019,Crédit équipement,5773.78,4089.76,0.0351,0.0477,48,34,129.1,2026-08-17,2026-09-16,2030-07-27,2027-10-11,14,34,0,En cours,Hypothèque,3761.28,Équipement professionnel,567,C,12.43,,0,CONS-036,2026-09-11 14:53:28.154657,2026-09-11 14:53:28.154657
CRD-000778,CLI-000379,AG-CAS-02,CPT-000478,Crédit automobile,117001.21,4875.05,0.0599,0.0708,48,2,2747.24,2026-08-24,2026-09-23,2030-08-03,2030-06-04,46,2,0,En cours,Sans garantie,0.0,Travaux,755,A,54.89,,0,CONS-027,2026-09-11 14:53:28.158682,2026-09-11 14:53:28.158682
CRD-000779,CLI-001159,AG-FÈS-01,CPT-001482,Crédit immobilier,82354.7,4117.74,0.0544,0.0739,120,6,891.32,2025-01-19,2025-02-18,2034-11-28,2034-06-01,114,6,0,En cours,Caution personnelle,57370.55,Achat immobilier,467,C,8.39,,0,CONS-025,2026-09-11 14:53:28.162664,2026-09-11 14:53:28.162664
CRD-000780,CLI-003820,AG-EL -01,CPT-004884,Crédit professionnel,273139.7,227616.42,0.0471,0.0593,84,70,3823.42,2022-03-02,2022-04-01,2029-01-24,2023-04-26,14,70,0,En cours,Sans garantie,0.0,Achat immobilier,491,C,2100.05,,0,CONS-018,2026-09-11 14:53:28.165662,2026-09-11 14:53:28.165662
CRD-000781,CLI-002793,AG-TÉT-01,CPT-003560,Crédit automobile,34778.81,11013.29,0.0597,0.0649,60,19,671.89,2025-11-19,2025-12-19,2030-10-24,2029-04-02,41,19,0,En cours,Caution personnelle,34895.54,Achat immobilier,601,B,68.3,,0,CONS-048,2026-09-11 14:53:28.168662,2026-09-11 14:53:28.168662
CRD-000782,CLI-002241,AG-LAÂ-01,CPT-002858,Crédit consommation,13585.46,11321.22,0.0685,0.0748,12,10,1174.57,2024-12-09,2025-01-08,2025-12-04,2025-02-07,2,10,0,En cours,Garantie autonome,11279.91,Études,733,A,76.46,,0,CONS-014,2026-09-11 14:53:28.171659,2026-09-11 14:53:28.171659
CRD-000783,CLI-004036,AG-EL -01,CPT-005158,Crédit immobilier,235717.35,94286.94,0.0619,0.071,300,120,1546.22,2024-12-22,2025-01-21,2049-08-13,2039-10-05,180,120,0,En cours,Hypothèque,169339.6,Travaux,720,A,184.66,,0,CONS-018,2026-09-11 14:53:28.175681,2026-09-11 14:53:28.175681
